id;project;connector_type;t;delta_t;url;redirect_url;response_size;response_code;success;error
52;DataScience_Boligsiden;requests;1566491079.7420776;0.0;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=46&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;;0;;False;HTTPSConnectionPool(host='www.boligsiden.dk', port=443): Max retries exceeded with url: /propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=46&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60 (Caused by NewConnectionError('<urllib3.connection.VerifiedHTTPSConnection object at 0x000001ECC98E6CF8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))
6;DataScience_Boligsiden;requests;1566491111.5236664;-0.15386343002319336;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=1&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=1&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;127869;200;True;
7;DataScience_Boligsiden;requests;1566491112.7006001;-0.12493729591369629;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=2&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=2&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128290;200;True;
8;DataScience_Boligsiden;requests;1566491113.8647573;-0.15137386322021484;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=3&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=3&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128009;200;True;
9;DataScience_Boligsiden;requests;1566491115.0327299;-0.12909388542175293;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=4&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=4&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;127440;200;True;
10;DataScience_Boligsiden;requests;1566491116.1906066;-0.13560748100280762;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=5&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=5&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;127909;200;True;
11;DataScience_Boligsiden;requests;1566491117.3566806;-0.38205957412719727;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=6&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=6&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;127735;200;True;
12;DataScience_Boligsiden;requests;1566491118.7745075;-0.13713598251342773;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=7&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=7&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128063;200;True;
13;DataScience_Boligsiden;requests;1566491119.9598675;-0.16092228889465332;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=8&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=8&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;127845;200;True;
14;DataScience_Boligsiden;requests;1566491121.127517;-0.22712278366088867;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=9&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=9&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128275;200;True;
15;DataScience_Boligsiden;requests;1566491122.4005892;-0.14211225509643555;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=10&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=10&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;127771;200;True;
16;DataScience_Boligsiden;requests;1566491123.576914;-0.12497115135192871;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=11&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=11&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128118;200;True;
